Post_ID;Platform;Hashtag;Content_Type;Region;Views;Likes;Shares;Comments;Engagement_Level
Post_1403;TikTok;#Comedy;Video;Germany;4126231;268495;57440;8547;Medium
Post_1404;YouTube;#Tech;Tweet;India;4883178;104079;97157;25266;Medium
Post_1405;Instagram;#Music;Post;UK;1749951;204875;35997;12109;Low
Post_1406;TikTok;#Comedy;Video;Japan;215435;384718;41860;11247;Medium
Post_1407;TikTok;#Dance;Live Stream;Japan;1166376;489633;74135;5827;Low
Post_1408;Instagram;#Gaming;Post;UK;4096709;436110;99307;43672;Medium
Post_1409;TikTok;#Gaming;Reel;Brazil;4482940;45442;17114;47200;High
Post_1410;Instagram;#Fashion;Tweet;UK;183630;124969;28636;6719;Low
Post_1411;Instagram;#Fitness;Shorts;Canada;1270114;443977;12624;5006;Medium
Post_1412;YouTube;#Viral;Post;Australia;3869946;95722;26834;29707;Low
Post_1413;YouTube;#Gaming;Live Stream;India;4596667;27747;18462;49929;Medium
Post_1414;Instagram;#Dance;Tweet;USA;1253544;142240;4875;24089;Medium
Post_1415;Instagram;#Music;Video;Japan;1581916;469936;5231;20186;Low
Post_1416;YouTube;#Challenge;Tweet;USA;2572752;354527;52194;10554;Low
Post_1417;Instagram;#Fitness;Live Stream;USA;1760362;304604;96372;32740;High
Post_1418;Instagram;#Education;Video;Australia;2065185;429022;80506;34002;Medium
Post_1419;Twitter;#Dance;Shorts;Brazil;2321786;187199;28150;34043;High
Post_1420;Instagram;#Viral;Post;India;1834220;276597;79599;22457;Low
Post_1421;YouTube;#Fitness;Video;India;3627837;118275;97590;15628;Medium
Post_1422;Twitter;#Dance;Post;Brazil;1869418;422698;91378;14943;High
Post_1423;YouTube;#Dance;Post;USA;3319990;492053;70509;850;Medium
Post_1424;Instagram;#Music;Tweet;Germany;1401937;135014;42756;42886;High
Post_1425;Twitter;#Tech;Shorts;Brazil;3069341;152047;18783;29122;High
Post_1426;YouTube;#Education;Reel;UK;4571329;49155;98931;27535;Low
Post_1427;Twitter;#Viral;Live Stream;UK;3533891;362421;44888;6152;Low
Post_1428;TikTok;#Education;Reel;Brazil;2967157;412876;73893;17235;Low
Post_1429;Twitter;#Fashion;Post;Germany;2307580;242509;24840;36605;Medium
Post_1430;Instagram;#Viral;Live Stream;UK;538315;258979;34138;31038;Medium
Post_1431;YouTube;#Tech;Reel;Japan;2864531;281538;66575;25027;High
Post_1432;YouTube;#Gaming;Tweet;Brazil;4812846;282674;48887;13168;Medium
Post_1433;Twitter;#Comedy;Post;UK;4988430;387248;73957;36470;Medium
Post_1434;TikTok;#Tech;Post;UK;320458;417326;92430;12583;Low
Post_1435;TikTok;#Music;Live Stream;India;494177;74495;51341;20363;Medium
Post_1436;TikTok;#Gaming;Reel;Australia;2263835;253167;92950;2373;High
Post_1437;Instagram;#Music;Live Stream;Japan;2243545;436598;7615;11674;Medium
Post_1438;Instagram;#Education;Reel;Canada;1786017;418903;61845;42763;Medium
Post_1439;TikTok;#Challenge;Video;Australia;2793453;52138;49038;10863;Medium
Post_1440;Twitter;#Viral;Tweet;USA;4561911;61464;87896;29370;Low
Post_1441;YouTube;#Gaming;Post;Brazil;4608473;304395;4335;6543;High
Post_1442;TikTok;#Fitness;Tweet;Canada;2090020;106952;66241;31466;Low
Post_1443;TikTok;#Challenge;Post;Japan;2954922;83459;90758;11510;Medium
Post_1444;TikTok;#Comedy;Reel;Germany;2972779;83040;51880;28713;High
Post_1445;YouTube;#Challenge;Tweet;USA;1149619;297330;86236;24425;Low
Post_1446;TikTok;#Fitness;Live Stream;India;3654157;446765;960;10338;Low
Post_1447;Twitter;#Dance;Video;USA;237146;366143;43936;27510;Medium
Post_1448;Twitter;#Challenge;Video;Brazil;4822497;93252;89723;22110;Low
Post_1449;Instagram;#Comedy;Post;Japan;4059730;479772;15896;35015;Medium
Post_1450;YouTube;#Education;Post;Japan;1704415;111106;36968;11611;High
Post_1451;TikTok;#Gaming;Shorts;UK;1245862;162049;83886;27223;Low
Post_1452;Twitter;#Gaming;Video;Australia;536923;464158;44277;47080;Low
Post_1453;YouTube;#Tech;Post;Brazil;540051;496755;33448;20685;Medium
Post_1454;YouTube;#Tech;Post;Germany;2550618;270046;39624;31764;High
Post_1455;Instagram;#Challenge;Video;Germany;3262707;322516;95255;21585;High
Post_1456;Instagram;#Music;Post;Canada;3707557;238257;87810;32469;Medium
Post_1457;YouTube;#Fitness;Post;Canada;3789717;314746;69878;17368;Medium
Post_1458;YouTube;#Fitness;Video;USA;1980686;27994;52403;25446;Medium
Post_1459;TikTok;#Fashion;Live Stream;UK;2133430;479806;15065;12873;High
Post_1460;TikTok;#Gaming;Video;Japan;3067711;211685;55025;91;High
Post_1461;TikTok;#Tech;Live Stream;India;2412395;496981;33360;46462;High
Post_1462;Instagram;#Dance;Video;UK;712815;321009;10779;9754;Low
Post_1463;Twitter;#Education;Tweet;UK;1582056;494486;84288;37093;Medium
Post_1464;Instagram;#Education;Tweet;Japan;322957;396843;98493;11487;Low
Post_1465;YouTube;#Fitness;Shorts;India;4995243;198754;50261;36892;Medium
Post_1466;TikTok;#Fashion;Shorts;Japan;3678890;73518;35146;5294;Medium
Post_1467;Instagram;#Fitness;Shorts;Canada;2249841;97823;18276;5221;High
Post_1468;Instagram;#Dance;Shorts;Australia;1684281;409446;92094;7598;High
Post_1469;TikTok;#Music;Reel;UK;1873057;21326;82659;29430;High
Post_1470;YouTube;#Gaming;Post;Australia;4400045;264695;92687;40287;Low
Post_1471;Twitter;#Tech;Video;Germany;4295904;96005;37813;34742;High
Post_1472;TikTok;#Education;Live Stream;India;1325071;32968;51401;6451;High
Post_1473;YouTube;#Challenge;Tweet;Brazil;655188;203395;52047;33016;High
Post_1474;Twitter;#Education;Reel;India;3918763;377071;94228;18967;Low
Post_1475;Instagram;#Challenge;Post;Germany;990310;94516;53191;6975;Medium
Post_1476;Twitter;#Challenge;Live Stream;India;239932;144696;32439;22126;Low
Post_1477;TikTok;#Viral;Reel;India;1093638;160508;65534;14746;High
Post_1478;Instagram;#Viral;Shorts;India;4459322;130429;41640;43576;High
Post_1479;Instagram;#Comedy;Post;Brazil;4856239;463589;77615;15106;Medium
Post_1480;Twitter;#Dance;Post;Brazil;180256;229751;7248;44829;Low
Post_1481;TikTok;#Fitness;Tweet;Brazil;3716784;8333;58793;1796;Low
Post_1482;Twitter;#Tech;Post;UK;2121741;241186;76623;19400;Medium
Post_1483;Twitter;#Comedy;Post;India;1491502;426504;12495;12223;Low
Post_1484;TikTok;#Music;Post;USA;863776;360210;45845;199;Medium
Post_1485;Instagram;#Comedy;Post;Germany;671118;362241;15395;711;High
Post_1486;Twitter;#Fashion;Reel;India;1732622;439661;38668;776;High
Post_1487;YouTube;#Fitness;Post;Australia;3944670;372509;62062;992;Low
Post_1488;Twitter;#Fitness;Tweet;India;4833726;226063;96093;28087;Medium
Post_1489;YouTube;#Music;Post;India;1026032;380810;37630;25608;Medium
Post_1490;YouTube;#Dance;Shorts;Brazil;4106517;307295;68183;5092;High
Post_1491;YouTube;#Tech;Post;Canada;2479066;402001;44542;16506;High
Post_1492;Twitter;#Challenge;Post;USA;4289404;303500;69530;26484;High
Post_1493;Instagram;#Comedy;Tweet;Germany;4751448;53228;671;10009;High
Post_1494;YouTube;#Gaming;Tweet;USA;3416751;64162;48379;32333;High
Post_1495;Instagram;#Challenge;Live Stream;Australia;4727831;399257;28383;10368;Low
Post_1496;Twitter;#Fitness;Post;Brazil;3130764;471908;48103;21747;Medium
Post_1497;Instagram;#Challenge;Post;Germany;735519;381334;90166;35476;Medium
Post_1498;TikTok;#Dance;Post;Brazil;515113;69782;39001;16271;Low
Post_1499;TikTok;#Music;Shorts;Germany;4632593;82688;35928;8999;Medium
Post_1500;YouTube;#Education;Shorts;USA;1763821;229796;94518;13069;Medium
Post_1501;YouTube;#Tech;Tweet;USA;2579953;129665;13366;22743;Low
Post_1502;Instagram;#Comedy;Video;Canada;3239663;288436;94297;5399;High
Post_1503;TikTok;#Education;Live Stream;Brazil;2768113;444617;75286;49358;Low
Post_1504;Twitter;#Gaming;Shorts;USA;829927;186967;80175;49580;High
Post_1505;Instagram;#Gaming;Reel;USA;4631785;399114;43028;19189;High
Post_1506;Instagram;#Education;Tweet;Canada;3923269;38803;3269;25920;High
Post_1507;Instagram;#Comedy;Tweet;Germany;1684045;237632;16203;33795;Low
Post_1508;TikTok;#Fitness;Post;Brazil;4473700;15777;85487;15204;High
Post_1509;YouTube;#Fitness;Live Stream;UK;3822229;385332;48139;6985;Low
Post_1510;Twitter;#Fitness;Tweet;Australia;4253475;394052;7337;4553;High
Post_1511;YouTube;#Fashion;Tweet;Japan;2829354;130736;42112;46374;Medium
Post_1512;Twitter;#Music;Tweet;Japan;4577129;120208;84673;8875;High
Post_1513;YouTube;#Comedy;Video;UK;1194963;103244;46147;35429;High
Post_1514;Instagram;#Gaming;Post;Canada;18259;325660;50504;27761;Low
Post_1515;Twitter;#Education;Post;Brazil;4558750;161524;66774;20755;High
Post_1516;YouTube;#Tech;Live Stream;USA;2624457;270811;8063;43610;Medium
Post_1517;YouTube;#Gaming;Video;UK;3810909;73215;60036;6135;High
Post_1518;Instagram;#Tech;Shorts;Brazil;2804201;214403;58405;45421;High
Post_1519;TikTok;#Dance;Tweet;Japan;296962;420882;50231;20919;Low
Post_1520;TikTok;#Challenge;Reel;Canada;3678271;388515;29923;39653;Medium
Post_1521;Instagram;#Gaming;Shorts;India;3433826;11737;47228;22379;Medium
Post_1522;Instagram;#Challenge;Live Stream;USA;807398;175697;86610;31176;Low
Post_1523;TikTok;#Viral;Tweet;UK;344152;155459;92731;12480;Low
Post_1524;Twitter;#Fitness;Post;Brazil;1595568;145000;70495;40154;Low
Post_1525;YouTube;#Fitness;Reel;India;2632783;220230;80297;29046;Medium
Post_1526;TikTok;#Dance;Post;Germany;2252242;248785;7800;26183;Low
Post_1527;Twitter;#Gaming;Post;India;2532021;335223;14017;24606;Low
Post_1528;YouTube;#Challenge;Video;UK;4138006;417828;36755;20440;High
Post_1529;Instagram;#Tech;Shorts;India;4854421;486650;86108;46638;Medium
Post_1530;Twitter;#Viral;Video;Brazil;4066022;295418;61929;8393;Low
Post_1531;YouTube;#Music;Live Stream;Brazil;2007848;280952;42850;13703;High
Post_1532;TikTok;#Fitness;Live Stream;Brazil;4321729;395257;25222;9123;High
Post_1533;YouTube;#Dance;Live Stream;USA;111610;3213;71922;12065;Low
Post_1534;Instagram;#Gaming;Video;Germany;2048086;191738;99853;42598;Low
Post_1535;Twitter;#Fitness;Post;Japan;103478;456488;26980;47979;Low
Post_1536;Twitter;#Music;Post;USA;4894673;140903;8150;24491;Medium
Post_1537;Instagram;#Gaming;Reel;USA;991012;355863;94626;26180;High
Post_1538;YouTube;#Challenge;Video;Canada;20509;237516;66323;41897;Medium
Post_1539;YouTube;#Tech;Post;Australia;1469953;306082;51502;1668;High
Post_1540;Instagram;#Fitness;Reel;USA;1913736;54523;2152;11464;High
Post_1541;Instagram;#Comedy;Live Stream;Japan;4323;301571;81786;30318;Low
Post_1542;YouTube;#Fitness;Reel;Canada;2911881;44708;57294;21899;Low
Post_1543;YouTube;#Comedy;Reel;Canada;2206955;316622;64570;9555;Medium
Post_1544;YouTube;#Challenge;Live Stream;Australia;4574924;197709;97880;18735;Medium
Post_1545;YouTube;#Gaming;Shorts;USA;4910553;499704;34160;9319;Low
Post_1546;YouTube;#Tech;Reel;UK;3101726;490;80829;593;High
Post_1547;Instagram;#Comedy;Shorts;USA;1664101;117775;50763;42936;High
Post_1548;TikTok;#Education;Tweet;Brazil;2417241;419969;78050;42955;Low
Post_1549;TikTok;#Viral;Post;Japan;2758290;30695;65435;16736;Low
Post_1550;Twitter;#Gaming;Post;Brazil;271748;215421;41229;16581;Low
Post_1551;YouTube;#Viral;Shorts;India;1151377;488602;78927;10780;High
Post_1552;Twitter;#Tech;Video;Germany;1188499;97329;81880;35799;Low
Post_1553;YouTube;#Fitness;Live Stream;Japan;1797416;432818;87238;33875;Low
Post_1554;YouTube;#Gaming;Video;India;4334449;298421;27429;47285;Medium
Post_1555;YouTube;#Viral;Reel;Brazil;4938299;139325;25425;21859;Medium
Post_1556;YouTube;#Fashion;Tweet;Germany;4629556;8738;79929;19204;Low
Post_1557;Twitter;#Viral;Post;Japan;4774320;416290;52552;21456;High
Post_1558;TikTok;#Gaming;Video;Japan;2497597;321619;36084;47880;Low
Post_1559;YouTube;#Comedy;Shorts;Brazil;1882126;475800;43114;27910;Low
Post_1560;YouTube;#Comedy;Reel;Brazil;1194460;216370;38625;17650;Medium
Post_1561;Twitter;#Comedy;Tweet;UK;1622856;192496;43325;17806;Low
Post_1562;Twitter;#Gaming;Tweet;India;1301521;96995;8034;37607;Medium
Post_1563;YouTube;#Dance;Reel;Australia;4530295;353065;91917;19537;High
Post_1564;Instagram;#Tech;Reel;UK;3642505;472553;83616;25351;Low
Post_1565;YouTube;#Dance;Shorts;UK;110017;447835;93230;15675;High
Post_1566;YouTube;#Education;Reel;USA;558319;94611;39828;27525;Low
Post_1567;Instagram;#Challenge;Reel;Australia;797275;354616;31544;29280;High
Post_1568;Instagram;#Tech;Reel;Canada;1146819;153532;13633;27160;Medium
Post_1569;TikTok;#Gaming;Reel;Canada;3317315;70605;61789;43169;Low
Post_1570;TikTok;#Dance;Live Stream;Australia;243941;453454;4373;23761;Medium
Post_1571;YouTube;#Tech;Post;Canada;2514764;100963;79384;29464;Medium
Post_1572;Instagram;#Fitness;Reel;India;4956932;128560;68871;43838;Medium
Post_1573;Twitter;#Tech;Tweet;India;2131247;184490;46526;35734;High
Post_1574;Instagram;#Viral;Video;UK;1131722;340105;73373;11857;Medium
Post_1575;YouTube;#Tech;Reel;USA;2833025;156803;67252;2601;Low
Post_1576;TikTok;#Fashion;Video;Australia;3587576;363800;86707;9705;High
Post_1577;Twitter;#Gaming;Post;USA;1942883;174956;57853;15443;Low
Post_1578;Twitter;#Dance;Post;India;295323;249791;34311;31083;High
Post_1579;Twitter;#Fitness;Post;India;57621;424733;91384;26655;Low
Post_1580;Twitter;#Challenge;Video;UK;720247;6093;2414;30680;Medium
Post_1581;YouTube;#Dance;Video;Japan;841094;337567;10161;19041;High
Post_1582;Instagram;#Comedy;Tweet;UK;2851192;57367;19782;37567;Low
Post_1583;YouTube;#Challenge;Reel;Germany;416547;247208;58688;23164;Low
Post_1584;YouTube;#Education;Post;Japan;238276;86411;87917;20519;Low
Post_1585;Twitter;#Fitness;Reel;USA;3675226;477204;2549;30839;High
Post_1586;TikTok;#Challenge;Tweet;India;543860;495293;51511;22273;High
Post_1587;YouTube;#Education;Live Stream;Japan;4025654;427509;7469;31997;Low
Post_1588;Instagram;#Viral;Live Stream;Japan;3830274;264013;37812;25236;Low
Post_1589;Instagram;#Fitness;Post;Japan;4277170;471076;43675;21460;Medium
Post_1590;Instagram;#Music;Reel;Australia;1586403;28598;85817;46074;Medium
Post_1591;TikTok;#Dance;Shorts;Australia;914452;339941;5979;34553;High
Post_1592;Twitter;#Challenge;Reel;Japan;1124083;331967;1699;22789;Low
Post_1593;YouTube;#Challenge;Shorts;USA;2656928;243831;52757;9603;Low
Post_1594;TikTok;#Comedy;Reel;India;4174343;92667;67770;33150;High
Post_1595;Instagram;#Music;Post;UK;2150898;109954;6366;25896;Low
Post_1596;YouTube;#Dance;Post;Japan;4242231;207880;83865;28311;Medium
Post_1597;TikTok;#Comedy;Tweet;Japan;1418648;351250;22389;24313;Medium
Post_1598;TikTok;#Dance;Shorts;Germany;3545754;223054;61984;32043;Medium
Post_1599;Twitter;#Tech;Live Stream;Germany;2651800;219881;16104;23971;High
Post_1600;Instagram;#Music;Shorts;Germany;3985221;262934;82583;19181;Medium
Post_1601;TikTok;#Education;Tweet;UK;4070028;212737;50214;25262;Low
Post_1602;YouTube;#Fitness;Reel;Japan;2703326;239560;14191;44747;Low
Post_1603;YouTube;#Tech;Live Stream;Canada;2695917;354316;26738;3079;High
Post_1604;TikTok;#Fashion;Shorts;Germany;3185499;55001;79409;32643;High
Post_1605;Instagram;#Fitness;Tweet;Australia;2316764;98083;89325;34220;Low
Post_1606;Instagram;#Fitness;Video;Australia;2463746;310242;10086;38862;High
Post_1607;YouTube;#Fitness;Tweet;Brazil;979236;445534;44401;41269;High
Post_1608;Instagram;#Fitness;Reel;Australia;3418348;292153;51497;30601;Low
Post_1609;Instagram;#Fitness;Post;Brazil;1057426;357002;30426;49349;Low
Post_1610;Instagram;#Dance;Live Stream;Canada;685984;84562;38364;24145;High
Post_1611;TikTok;#Fashion;Reel;Australia;4914854;366072;63088;10841;Low
Post_1612;Instagram;#Education;Live Stream;Brazil;2341476;187857;88914;17369;High
Post_1613;Instagram;#Education;Shorts;USA;4473721;373738;40435;43313;Medium
Post_1614;Twitter;#Challenge;Reel;Germany;365562;250857;19167;2672;High
Post_1615;Instagram;#Viral;Post;Germany;155818;50777;5658;26194;Medium
Post_1616;YouTube;#Dance;Tweet;Brazil;659447;306375;16542;10073;Medium
Post_1617;Instagram;#Fitness;Shorts;India;1876999;457119;16393;27762;Medium
Post_1618;Instagram;#Education;Shorts;UK;55629;280770;79724;33789;Medium
Post_1619;TikTok;#Fitness;Video;Japan;1247095;384412;9221;18983;Low
Post_1620;TikTok;#Fashion;Reel;India;1775119;140839;55814;25850;Medium
Post_1621;Twitter;#Fitness;Tweet;USA;857952;53166;31496;36051;High
Post_1622;Twitter;#Tech;Video;Canada;2209389;482782;60115;41459;Low
Post_1623;Twitter;#Fashion;Tweet;Brazil;4955538;432781;10972;2387;Low
Post_1624;Twitter;#Music;Post;UK;1259132;34868;47819;39976;Medium
Post_1625;Instagram;#Tech;Video;Brazil;4003118;146736;23416;41111;Medium
Post_1626;Twitter;#Gaming;Shorts;India;1904319;477329;16741;13594;Low
Post_1627;Twitter;#Education;Tweet;Canada;4582495;64321;94120;12939;Low
Post_1628;TikTok;#Fitness;Shorts;Brazil;1707223;69921;5348;27889;Low
Post_1629;TikTok;#Tech;Shorts;USA;1451710;486379;30071;10948;High
Post_1630;Twitter;#Dance;Reel;USA;2110402;189604;40737;13834;High
Post_1631;Twitter;#Dance;Post;Canada;4745366;432269;60416;6857;High
Post_1632;TikTok;#Tech;Shorts;USA;2049721;268966;85659;5658;High
Post_1633;YouTube;#Dance;Live Stream;India;4646660;449894;57521;37427;High
Post_1634;Twitter;#Gaming;Shorts;India;2479459;142403;78204;9039;High
Post_1635;TikTok;#Challenge;Video;Australia;1888760;461087;43011;22628;High
Post_1636;YouTube;#Gaming;Video;Japan;261709;433301;20171;13866;High
Post_1637;Twitter;#Challenge;Tweet;India;2812314;74309;1044;11855;High
Post_1638;YouTube;#Dance;Shorts;Germany;3497312;27448;94037;20054;Low
Post_1639;Twitter;#Tech;Tweet;Canada;731918;405408;33684;24680;High
Post_1640;Twitter;#Viral;Live Stream;USA;2000395;191198;63578;6326;Medium
Post_1641;TikTok;#Challenge;Post;Canada;2940659;29714;29002;45381;Medium
Post_1642;TikTok;#Viral;Video;Germany;2734409;357486;35102;40977;Low
Post_1643;Twitter;#Tech;Live Stream;Germany;4562050;48226;85609;32371;Low
Post_1644;TikTok;#Music;Video;India;4855797;70587;33841;28587;High
Post_1645;Twitter;#Fitness;Reel;Canada;3399334;231513;21754;40671;Low
Post_1646;Instagram;#Fashion;Post;Australia;2149093;4283;97823;25162;Medium
Post_1647;YouTube;#Fashion;Shorts;UK;4020003;292915;66714;16223;High
Post_1648;Twitter;#Challenge;Shorts;Japan;752268;50734;89891;9399;High
Post_1649;YouTube;#Challenge;Tweet;USA;1085319;225410;83973;9673;Low
Post_1650;YouTube;#Fitness;Shorts;Australia;4841810;373052;32565;46187;Medium
Post_1651;TikTok;#Fashion;Tweet;Canada;2503297;250047;1748;27674;Medium
Post_1652;TikTok;#Viral;Video;USA;3680526;81081;6559;17831;Medium
Post_1653;TikTok;#Music;Video;Canada;3917058;443581;74974;25488;Medium
Post_1654;TikTok;#Viral;Post;Brazil;4464275;97838;62114;22434;Medium
Post_1655;YouTube;#Music;Reel;UK;4782032;391629;93730;20836;High
Post_1656;Instagram;#Fitness;Tweet;USA;4141357;340428;36529;4526;High
Post_1657;Twitter;#Fitness;Post;Germany;2781286;186013;98891;19768;High
Post_1658;Instagram;#Fitness;Video;Japan;1577124;190567;91953;34496;Low
Post_1659;TikTok;#Education;Live Stream;USA;4836204;290221;34793;15068;Medium
Post_1660;TikTok;#Fashion;Post;USA;2757275;266710;2008;36425;Medium
Post_1661;TikTok;#Viral;Reel;Canada;461093;115868;97631;836;High
Post_1662;YouTube;#Comedy;Live Stream;Canada;416498;230768;35649;8638;Low
Post_1663;TikTok;#Music;Live Stream;India;1596995;92047;65455;20030;High
Post_1664;YouTube;#Gaming;Tweet;UK;3246135;189814;23788;20762;Medium
Post_1665;YouTube;#Comedy;Live Stream;USA;3397373;17460;39861;45560;Low
Post_1666;YouTube;#Viral;Shorts;Japan;3774978;160349;37878;9591;High
Post_1667;TikTok;#Education;Tweet;Germany;3520604;419822;8728;16207;Low
Post_1668;TikTok;#Education;Shorts;Canada;295569;56857;20351;49993;Medium
Post_1669;Twitter;#Tech;Tweet;Japan;2291471;412417;47074;31750;Low
Post_1670;Instagram;#Challenge;Video;India;1087661;285688;15615;4887;Medium
Post_1671;TikTok;#Music;Tweet;UK;3789362;458702;42111;33414;Low
Post_1672;Instagram;#Challenge;Live Stream;Germany;3925001;142073;88617;35526;Low
Post_1673;Twitter;#Viral;Live Stream;Japan;3287268;123865;8497;48466;Medium
Post_1674;Instagram;#Fashion;Tweet;USA;4330176;205339;6335;41452;Low
Post_1675;TikTok;#Music;Shorts;UK;1558806;207879;41122;49288;High
Post_1676;Instagram;#Education;Reel;Brazil;4975345;155558;52987;25353;Medium
Post_1677;Instagram;#Fitness;Post;Brazil;3675490;253771;62578;7498;Low
Post_1678;TikTok;#Viral;Reel;Japan;2003412;429878;23965;46480;Medium
Post_1679;Twitter;#Fashion;Post;Brazil;3802564;304493;39002;2143;Medium
